"3393\t2026-09-02\t2026-02-09\twhite0dew/XiaohongshuSkills\tNONE\t支持小红书自动发布、自动评论、自动检索的 Skill。支持 OpenClaw、Codex、CC 等"
"6\t2026-08-28\t2026-03-04\tjoevstaas/awesome-claude-skills\tNONE\tA curated collection of Claude Code skills for data engineering, geospatial workflows, and ocean data"
"6\t2026-09-02\t2026-01-24\tranbot-ai/awesome-skills\tNONE\tAwesome Claude Skills, Tools for Customizing Claude AI workflows"
"3\t2026-09-01\t2026-02-10\tcsfuwwc/md-skills\tNONE\tCursor Agent Skills 合集 — 一键安装，即插即用"
"3\t2026-08-28\t2026-05-13\td-gnwconsulting/gnw-marketing-prompts\tNONE\tOpen-source Claude prompt library for GEO and AEO. 19 prompts for AI search visibility — no setup, no API key."
"2\t2026-09-01\t2026-05-13\tZhangs-11/zs-skills\tNONE\tKakarot 的中文 Agent Skills 合集：重要取舍自动三段钢人、第一性原理与对抗式审查、内容创作、代码 Review 与效率工作流"
"2\t2026-09-02\t2026-06-05\tthanhbinhbent/claude-skills\tNONE\tmy claude-skills collection"
"1\t2026-08-30\t2026-05-11\t2030ai/2030ai-seo-geo-skill\tNONE\tAgent skill for SEO, GEO/AI search visibility, Russian-market SEO, and audit/implementation/verification workf"
"1\t2026-08-30\t2026-06-21\tHigh-cla/multi-skilled-repository\tNONE\tAI Agent Skills 合集 — CMD+PowerShell 避坑指南 · CLI 优先决策矩阵 · 更多技能持续添加"
"1\t2026-08-22\t2026-08-21\tShanHaiFish/Shimmering-dsh-skills\tNONE\tDeepSeek Harness (dsh) agent skills collection — plugin install, Cordis plugin dev, and /init AGENTS.md genera"
"1\t2026-09-03\t2026-08-25\tStephen-creater/stephen-ai-hot-content-skill\tNONE\tStephen 的个人 AI 热点选题 Skill，支持 RSS 抓取、个性化评分、人工审核和反馈迭代。"
"1\t2026-09-01\t2025-06-18\tdestuar/Serplexity\tNONE\tAgency-grade software analytics platform for AI search visibility; TypeScript + Prisma/PostgreSQL + Redis/Bull"
"1\t2026-08-30\t2026-08-30\tdipakjad1993/RAG-Corpus-Entity-Vector-Distance-Auditor\tNONE\tRAG-EVDA: Zero-cost, fully-local AI-search visibility auditor. Decodes how Gemini/SearchGPT/Google AI Overview"
"1\t2026-09-02\t2026-09-02\tdtsola/xiaoyaoclaw-seo-skill\tNONE\tSEO analysis & optimization skill for any website: audit technical SEO, on-page, content quality, schema and A"
"1\t2026-08-29\t2026-07-18\tharsh4k/Getcited\tNONE\tAI-powered GEO audit platform that analyzes websites, optimizes AI search visibility, and provides actionable "
"1\t2026-08-24\t2026-08-16\tjust-ye/wechat-AI-technology-article-skill\tNONE\t微信公众号 Skill 实操推文工作流，包含抓取、撰写与终稿审核子技能。"
"1\t2026-08-18\t2026-08-18\tkingselyjoe/xiaohongshu-skills-dsh\tNONE\t面向 DeepSeek Harness 的小红书自动化 Agent Skill，支持登录检查、内容检索、图文与视频发布、评论互动和数据抓取。"
"1\t2026-09-03\t2026-07-02\tlennonli/licheng-skills\tNONE\t李成律师常用 Agent Skills 合集"
"1\t2026-08-13\t2026-01-21\tma2ong/claude-skills-collection\tNONE\t中文公众号从热点到发布的一条完整流水线 · 14 个 Claude Skills，两条命令装完"
"1\t2026-08-26\t2026-08-21\tmiguchn/migu_skill\tNONE\t微信公众号「别动生产库」的开源 Agent Skills 合集 | streamlined, first-principles reviewed Agent Skills"
"1\t2026-09-01\t2026-05-25\tpauloribeiro16/my-skills\tNONE\tOpenCode & Claude Skills Collection — Document manipulation (Word, Excel, PowerPoint, PDF), design, developmen"
"1\t2026-09-03\t2026-07-16\tqq136692547-cmyk/geo-score\tNONE\tGEO audit tool for AI search visibility"
"1\t2026-08-30\t2026-08-30\trastmob/ai-visibility-tracker\tNONE\tOpen-source AI search visibility tracker for ChatGPT, Gemini, Perplexity, Claude, and Google AI results."
"1\t2026-08-25\t2026-06-22\trshawn0307-maker/rshawn-skills\tNONE\tShawn 的个人 AI Agent Skill 合集，遵循 Agent Skills 开放标准，支持 Claude Code / Codex / Cursor / Trae 等工具"
"1\t2026-08-21\t2026-08-20\tsumomowynaut/SKILLS\tNONE\tAGENT skill 合集"
"1\t2026-09-02\t2026-05-22\txinku1234/github-project-directory\tNONE\tCurated GitHub project directory static site for open-source discovery and AI search visibility."
"1\t2026-08-29\t2026-05-12\txujunxian1218-debug/Junxian-skills\tNONE\t精心打磨的 Agent Skill 合集，经过实际项目验证，拿来即用"
"0\t2026-08-19\t2026-06-11\t0xelitesystem/claude-skills-collection\tNONE\tCurated, working Claude Skills you can drop into any project. Each skill is in its own folder with SKILL.md pl"
"0\t2026-08-15\t2026-07-22\t13eholder/zflow\tNONE\t面向分布式存储工程师的软件开发Agent SKill合集"
"0\t2026-08-31\t2026-08-31\tAHM215/AI-Search-Visibility-Recommendation\tNONE\t"
"0\t2026-09-01\t2026-09-01\tAdrianVvd/gemini-scraper\tNONE\tCollect Google Gemini answers, Markdown output, and source citations through the Scrapeless LLM Chat Scraper A"
"0\t2026-08-23\t2026-08-23\tAgenticTimes/WechatArticleSkills\tNONE\t"
"0\t2026-09-03\t2026-09-03\tArborseek/wechat-article-skill\tNONE\t"
"0\t2026-08-28\t2026-08-25\tArtview2049/creativity-skills\tNONE\t面向创意生成与视觉表达的 Agent Skills 合集"
"0\t2026-08-31\t2026-08-18\tBroadcastwell/absence-manual\tNONE\tSource for The Absence Manual, a free technical manual on AI search visibility for B2B software, published at "
"0\t2026-09-02\t2026-09-02\tDaaksh05/commerceready-ai\tNONE\tAI-powered e-commerce compliance auditing platform — tracks Schema.org, UCP, ACP & AP2 protocol scores, monito"
"0\t2026-09-01\t2026-08-17\tHOWILLMAKEIT/skills\tNONE\thowill 个人维护的 Agent Skills 合集"
"0\t2026-09-02\t2026-08-19\tHuanyu-Hibiki/Huanyu-Skills\tNONE\t6 套实战打磨的 AI Agent Skills 合集（Claude Code / OpenCode / Codex / Cursor）：创始人 IP 战略 · 内容预测校准 · 获客闭环 · 深度阅读 · Skill "
"0\t2026-08-30\t2026-08-27\tJVision-pj/jvision-ai-search-visibility-monitor\tNONE\tAI 搜尋可見度監測器｜業務銷售．JVision 系統 Demo"
"0\t2026-09-01\t2026-05-19\tKing-Contractor-Agency/ai-search-visibility-engine\tNONE\tMonthly Prompt Run Across Gemini (Google Ai Mode) Claude & Chat GPT. Idetifies prompts we should be landing on"
"0\t2026-08-29\t2026-08-20\tLuoX961/baoluo-skill\tNONE\tbaoluo 维护的 Agent Skill 合集"
"0\t2026-08-29\t2026-08-29\tMohammed-saber1/AI-Search-Visibility-Tracker\tNONE\tTrack your brand's presence in Generative AI search. Features a FastAPI backend, two-stage LLM analysis (extra"
"0\t2026-08-16\t2026-08-16\tMoro-w/ai-writing-ideas\tNONE\t选题不死磕，这是一个面向 AI/产品圈层内容创作者的每日选题 Skill。 它会从最新的 AI 科技动态、产品变化和行业趋势中筛选真正值得写的内容，核验信息来源，并从业务场景、产品价值和行业影响出发，提炼出有明确观点的文"
"0\t2026-08-29\t2026-08-29\tRadic-ode/ai-search-visibility-kit\tNONE\tFour Claude Code skills for diagnosing and fixing why a website is invisible to search engines and AI answer e"
"0\t2026-08-23\t2026-08-23\tRaymond-Hear/lingfeng-skills\tNONE\t聆风Raymond 的 AI Agent Skills 合集：安全检查 / 深度研究提示词 / 即刻客户端 / 小红书图文卡片，遵循 Agent Skills 开放标准"
"0\t2026-08-31\t2026-03-04\tRoseSamaras/reaudit-ai-plugin\tNONE\tOfficial Reaudit plugin for Cursor and Claude Code. AI Search Visibility Platform - track, optimize, and grow "
"0\t2026-09-02\t2026-08-11\tSERPAudit-fyi/serp-audit-engine\tNONE\tSERP Audit Engine — AI-powered SEO and search visibility audit framework. SEO + Technical SEO + GEO + AI Searc"
"0\t2026-08-27\t2026-06-12\tSUEYTAME/claude-skills-collection\tNONE\tPersonal collection of 119 Claude AI skills across 6 plugins"
"0\t2026-09-01\t2026-07-15\tabhij1306/Citeladder\tNONE\tAI search visibility and Analytics Platform"
"0\t2026-09-01\t2026-07-26\tapi-evangelist/demandsphere\tNONE\tDemandSphere — independent third-party profile of a public API surface, by API Evangelist. DemandSphere is a u"
"0\t2026-09-01\t2026-08-01\tapi-evangelist/scrunch-ai\tNONE\tScrunch AI — independent third-party profile of a public API surface, by API Evangelist. Scrunch AI (scrunch.c"
"0\t2026-09-01\t2026-06-13\tapi-evangelist/se-ranking\tNONE\tSE Ranking — independent third-party profile of a public API surface, by API Evangelist. SE Ranking is an SEO "
"0\t2026-09-02\t2026-06-22\tcoachdaniel12168-eng/kylygas\tNONE\tKylyGAS — AI Search Visibility SaaS. SEO + AEO + GEO Ranking Tool."
"0\t2026-09-02\t2026-05-26\tdbaiartscompany-ui/aiadspartner\tNONE\tAI Ads Partner — AI search visibility audit service"
"0\t2026-09-01\t2026-09-01\tdiego-scrapeless/gemini-scraper\tNONE\tCollect Google Gemini answers, Markdown output, and source citations through the Scrapeless LLM Chat Scraper A"
"0\t2026-08-28\t2026-08-28\tgoindow/skills\tNONE\tAgent Skill 合集"
"0\t2026-09-02\t2026-08-15\thaohuazheng3/aeoeye_public\tNONE\tAEOeye — see your brand the way AI does. AI search visibility audits across ChatGPT, Claude, Gemini, Google AI"
"0\t2026-09-01\t2025-11-11\timrehbernath/onlinelabs-nl\tNONE\tOnlineLabs.nl - Next.js 15 + Headless WordPress | Optimized for performance & AI search visibility"
"0\t2026-08-29\t2026-07-12\tjonaxliang/normal-skills\tNONE\t个人日常自用的 Agent Skills 合集"
"0\t2026-09-02\t2026-03-19\tjpurnell/GeoSEOMCP\tNONE\tGeoSEO MCP Server - Generative Engine Optimization analysis tools for AI search visibility"
"0\t2026-08-31\t2026-08-30\tkindsusu/su-multi-geo\tNONE\tMulti-engine GEO — a Claude Code skill that audits, implements, and measures AI search visibility with a separ"
"0\t2026-09-01\t2026-08-31\tleal2pa1n-dotcom/math-modeling-skills\tNONE\t数学建模竞赛（CUMCM 国赛/五一赛/美赛）可复用 Agent skills 合集：math-modeling-contest（论文产出与自查）+ math-modeling-beginner-coach（零基础教练）"
"0\t2026-08-31\t2026-06-26\tleviwhitted/ai-search-visibility\tNONE\tPython harness for measuring AI-answer-engine brand visibility for Retell AI"
"0\t2026-09-01\t2026-08-31\tlovstudio/publish-wechat-article-skill\tNONE\tRead, edit, create, verify, and publish WeChat Official Account drafts with explicit remote-state evidence."
"0\t2026-08-31\t2026-08-31\tlovstudio/repost-wechat-article-skill\tNONE\tSource-faithful WeChat article repost workflow with attribution, privacy, branding, and remote draft verificat"
"0\t2026-09-02\t2026-09-02\tluqi67677/yanqi-skills\tNONE\t焱七开源 Agent Skills 合集：统一目录与独立 Skill 仓库入口"
"0\t2026-08-21\t2026-07-22\tlyanshi795-commits/ai-skills-lab\tNONE\tSHR Skills — 个人 AI Agent Skills 合集 by SHR (lyanshi795)。微信小程序生成 / 长截图 OCR / 公众号封面·信息图 / 技能搭建 playbook / repo 选题"
"0\t2026-08-14\t2026-08-14\tmayJ1/All_Auto_Download_xiaohongshu_SKILL\tNONE\t批量下载小红书博主用户主页里的所有图片作品"
"0\t2026-09-02\t2026-08-31\tminelgunesoglu-code/ai-search-evidence-index\tNONE\tData, code and coding materials for The AI Search Evidence Index — a measurement of whether a reader can reach"
"0\t2026-09-02\t2026-05-13\tminthantkyaw28/CITED\tNONE\tAn agentic AI platform that audits and ranks websites for both traditional SEO and next-generation AI search v"
"0\t2026-09-01\t2026-08-28\topen-saas-org/RosterSeo\tNONE\tRosterSEO - open-source SEO + AI-search-visibility platform. Crawler/audit, keyword/SERP/competitor research, "
"0\t2026-08-24\t2026-06-19\tpatterncatalyst/lgtm-skills\tNONE\tPrivate source-of-truth for the lgtm-* Claude Skills collection"
"0\t2026-08-24\t2025-12-07\tqduc/claude-skills\tNONE\tMy Claude Skills collection"
"0\t2026-09-03\t2026-07-31\trajeshgautamphd/go\tNONE\tGenhance AI search visibility audits"
"0\t2026-08-29\t2026-08-29\tshaheryar773/ai-search-visibility-metrics\tNONE\tExplore AI search visibility metrics for tracking brand presence, content performance, citations, mentions, an"
"0\t2026-08-28\t2026-07-28\tsightkick-so/skill\tNONE\tTeach your AI agent to run SEO & AI-search visibility through Sightkick — SKILL.md manual for the Sightkick MC"
"0\t2026-08-30\t2026-08-04\tsiuserxiaowei/skills\tNONE\t自用 Agent Skill 合集：86 个 skill，调研/微信/企微/飞书/商业分析/设计/效率工具"
"0\t2026-09-03\t2026-08-14\tsoycodetrail/ai-skills-workshop\tNONE\tAI 技能工坊 · 精选 Agent Skill 合集（绘图/写作/视频）——同步自 soycodetrail.top/skills"
"0\t2026-08-28\t2026-07-20\ttkevyn11/law-firm-website\tNONE\tBilingual (EN/中文) law firm website built for lead generation and AI search visibility. Features LegalService +"
"0\t2026-08-29\t2026-08-24\tvizzybl-ai/claude-plugins\tNONE\tClaude Code plugins for Vizzybl — GEO / AI-search visibility"
"0\t2026-09-02\t2026-09-02\twebzol/WXSKill\tNONE\t微信公众号skill，你的排版交给我。"
"0\t2026-09-01\t2026-09-01\twushiguize/zhengdian\tNONE\t中文短视频争点选题 Skill：从素材生成多角度、证据就绪的选题卡，并支持写稿 handoff。"
"0\t2026-08-17\t2026-08-17\txfxgn245-gif/xiaohongshu-skill\tNONE\t面向 AI 产品经理新手和年轻读者的小红书 AI 概念词解、知识片段与流程图解创作 Skill。"
"0\t2026-08-13\t2026-08-13\tzherong0603-web/zherong-chatcut\tNONE\t中文开源 ChatCut 对话短视频 Skill：真实人机对话剪辑、选题雷达、音频字幕 QA 与三平台发布包"
"0\t2026-08-26\t2026-08-26\tzqdaigit/skill-collection\tNONE\t开源 AI Agent Skills 合集"
